3	0	0
3	1	0
3	2	0
3	3	0
3	4	0
3	5	0
3	6	0
3	7	0
3	8	0
3	9	0
3	10	0
3	11	0
3	12	0
3	13	0
3	14	0
3	15	0
3	16	0
3	17	0
3	18	0
3	19	0
4	19	0
5	19	0
6	19	0
7	0	0
7	1	0
7	2	0
7	7	0
7	8	0
7	9	0
7	10	0
7	11	0
7	12	0
7	13	0
7	14	0
7	15	0
7	16	0
7	19	0
8	2	0
8	7	0
8	16	0
8	19	0
9	2	0
9	7	0
9	16	0
9	19	0
10	2	0
10	7	0
10	16	0
10	19	0
11	2	0
11	7	0
11	16	0
11	19	0
12	2	0
12	7	0
12	16	0
12	19	0
13	2	0
13	7	0
13	16	0
13	19	0
14	2	0
14	7	0
14	16	0
14	19	0
15	2	0
15	7	0
15	16	0
15	19	0
16	2	0
16	7	0
16	16	0
16	19	0
17	2	0
17	7	0
17	16	0
17	19	0
18	2	0
18	7	0
18	16	0
18	19	0
19	2	0
19	7	0
19	16	0
19	19	0
